개방자치단체코드,관리번호,인허가일자,소재지전화,도로명전체주소,도로명우편번호,좌표정보(x),좌표정보(y),영업상태명,상세영업상태명,소재지전체주소,병원번호,사업장명,공지,웹사이트 링크,"제로페이, 주차",병원 소개
3230000,323000001020140003,2014.6.11,02-431-0275,"서울특별시 송파구 송이로 186, 상가동 1호 (문정동, 성해아파트)",5796,211133.0284,443191.9635,영업/정상,정상,서울특별시 송파구 문정동 4-2 성해아파트상가 1층,803,문정탑동물병원,"문정클리닉과 올스타마트 사이에 위치해 있습니다.
차량으로 현대아파트 사거리에서 내려 오실 때 정관장으로 들어오셔서 병원앞에 주차하시면 됩니다.",https://blog.naver.com/mjtopah,"제로페이,주차",우리의 소중한 반려동물을 위한 탑동물병원의 좋은생각. 1. 검사가 필요할 땐 미리 보호자께 말씀드립니다. 2. 반려동물과 보호자 입장에서 한번 더 생각합니다. 3. 필요하지 않은 과잉진료를 하지 않습니다.
3230000,323000001020140004,2014.9.1,02-424-7552,"서울특별시 송파구 석촌호수로 146, 1층 (삼전동)",5600,208168.0563,444967.4448,영업/정상,정상,서울특별시 송파구 삼전동 22-6 1층,804,행복한 우리아이 동물병원,,https://blog.naver.com/dnfldkdlah,제로페이,
3000000,300000001019950002,1995.9.5,3672-8441,서울특별시 종로구 창경궁로 261 (명륜2가),3075,199947.1787,453593.827,영업/정상,정상,서울특별시 종로구 명륜2가 14-1,805,대학로동물병원,,,,
3000000,300000001019990001,1999.4.23,379-7575,"서울특별시 종로구 평창문화로 75, 글로리아타운 111호 (평창동)",3009,197212.3649,456055.2058,영업/정상,정상,서울특별시 종로구 평창동 158-1 글로리아타운,806,월드펫동물병원,,https://blog.naver.com/vetline,주차,평창동에 위치한 22년차 동물병원입니다. 노령견의관리와 수술을 전문적으로 합니다.
3180000,318000001020140001,2014.2.14,2679-9997,"서울특별시 영등포구 영신로 238, 미소로 107,108,204호 (영등포동8가)",7228,191463.4866,447373.1745,영업/정상,정상,서울특별시 영등포구 영등포동8가 72 미소로,807,미소로동물병원,,https://blog.naver.com/misoroanimal,제로페이,"저희 미소로동물병원은 동물들의 행복과 건강을 최우선으로 생각하고 있습니다. 항상 가족같이 따뜻한 병원 스탭들과 예쁜 반려동물들을 만나실 수 있습니다. 생명존중, 책임의식으로 여러분의 반려동물이 평생 편안한 삶을 누릴 수 있도록 항상 최선을 다하고 끊임없이 노력하겠습니다"
3230000,323000001019910002,1991.3.30,02-414-7588,"서울특별시 송파구 올림픽로 88, 올림픽타워 101호 (잠실동)",5556,207048.6382,445470.1056,영업/정상,정상,서울특별시 송파구 잠실동 175-12 올림픽타워 101호,808,희망종합동물병원,,https://blog.naver.com/hope19900,,희망동물병원은 아래와 같은 마음으로 진심을 다하겠습니다. 1. 가족같은 따뜻한 마음으로 진료에 임하겠습니다. 2. 제대로된 진료로 가족같은 반려동물이 더 건강하게 오래살수 있게 돕겠습니다. 3. 더 낳은 진료를 위해 꾸준히 연구하는 동물병원이 되겠습니다.
3230000,323000001019910003,1991.4.26,02-401-0075,서울특별시 송파구 오금로 498 (거여동),5772,212655.919,443430.7724,영업/정상,정상,서울특별시 송파구 거여동 562-4,809,노아동물병원,,,주차,x
3230000,323000001019930001,1993.7.13,02-443-8083,"서울특별시 송파구 마천로 264, 흥일빌딩 (거여동)",5735,212852.6208,443990.5747,영업/정상,정상,서울특별시 송파구 거여동 133-77 흥일빌딩,810,오주동물병원,,,,
3230000,323000001019930002,1993.7.2,02-414-0075,"서울특별시 송파구 오금로 203, 남양빌딩 (방이동)",5643,210245.0525,445108.5728,영업/정상,정상,서울특별시 송파구 방이동 124-8,811,페토피아종합동물병원,자가용 : 네비게이션 내 24시페토피아동물병원 검색,http://petopi.aym.co.kr/,주차,"페토피아 동물병원, 반려동물의 예방관리부터 치료 후 관리까지 저희 병원은 사랑이 깃든 진료라는 원훈으로 1994년 개원 이래 현재까지 서울 잠실에서 애완진료를 하고 있습니다. 우수한 의료인력과 최신식 진료장비를 구비하고 있으며, 생명의 존귀함을 알고 진정으로 실천할 수 있도록 항상 노력하고 있습니다. 그러기 위해 애완동물의 예방관리에서부터 치료후 관리까지 선진국형 진료 시스템, 주치의 제도로 철저한 관리 시스템을 운영하고 있습니다."
3230000,323000001019940001,1994.6.29,02-443-8973,서울특별시 송파구 동남로 318 (오금동),5730,212193.4274,444617.3151,영업/정상,정상,서울특별시 송파구 오금동 120-7,812,김민재동물병원,,https://blog.naver.com/kmjhkn0075,제로페이,"반려동물이 늘 원하고, 행복해 하며, 꼭 필요로 하는 제품을 연구하고 만듭니다."
3120000,312000001020150003,2015.8.5,02-733-5060,서울특별시 서대문구 통일로 171-1 (냉천동),3735,196679.0108,451868.0697,영업/정상,정상,서울특별시 서대문구 냉천동 195번지,813,독립문동물병원,서울 금화초등학교 정문 옆에 위치합니다.,http://www.animalhospital.co.kr/,제로페이,"진료과목 - 내과, 외과, 정형외과, 피부과 및 산과는 물론 치아건강을 위한 치과 진료 서비스를 제공합니다. - 질병을 치료보다는 예방하는 것이 중요하기 때문에 예방의학과 운영. 각종 예방주사 프로그램 및 스케쥴 관리와 기생충검사, 심장사상충 검사 및 예방 프로그램, 치과 질환 예방 프로그램 운영합니다. - 빠른 치료를 위해서는 정확한 진단이 중요하기에 정확한 진단을 위한 현미경 혈액분석기, 초음파 검사 등 여러 장비를 구비하여 임상병리실을 운영하고 집중치료가 필요한 환자를 위한 .입원실을 운영합니다. - 강아지 뿐만 아니라 고양이, 토끼, 햄스터,기니픽 등을 전문진료하고 있습니다. - 애견미용실을 운영하고 있습니다."
3120000,312000001020150004,2015.11.27,02-305-4242,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",3711,192672.0675,452221.9607,영업/정상,정상,서울특별시 서대문구 남가좌동 124-1번지,814,어울림동물병원,"자가용 : 아파트 단지 내 주차장 이용이 불가하나.
병원 앞 잠시 정차는 가능합니다 (고정식 단속카메라 없음)

버스 : DMC 파크뷰자이 정류장에서 하차 후 도보로 1분 거리 입니다
파크뷰자이 2단지에서 하차시 횡단보도를 1번 건너오셔야 합니다
(지나는 노선 : 721, 751, 760, 7611, 7613, 마포06)

지하철 : 경의중앙선 가좌역 3번 출구에서 도보로 7분 거리입니다.
(경의 중앙선 배차 간격이 길어서 열차 시간표를 확인해주세요 ^^)내용 더보기",https://blog.naver.com/eoullimah,제로페이,"안녕하세요. 어울림 동물병원 대표원장 김용석입니다 어울림 : 두 가지 이상의 것이 서로 잘 조화됨 수의사의 역할은 반려인과 반려동물이 오랜시간 조화롭게 살도록 하는 것에 있다고 생각합니다 그 역할을 다하기 위해 항상 공부하고 노력하겠습니다 저희 어울림 동물병원에서는 다양한 동물의 건강검진 및 상담, 내과치료 및 외과 수술이 가능합니다 (개, 고양이, 토끼, 고슴도치, 조류, 설치류, 파충류 등) 또한 반려견의 미용, 목욕, 호텔 서비스도 제공하고 있습니다."
3230000,323000001019970001,1997.3.15,02-2202-0075,"서울특별시 송파구 백제고분로 161, 성선빌딩 (잠실동)",5568,207433.006,444811.9218,영업/정상,정상,서울특별시 송파구 잠실동 234-17 성선빌딩,816,위드펫종합동물병원,,https://blog.naver.com/withpetah,"제로페이,주차","위드펫 동물병원의 철학은 생명에 대한 사랑과 동물을 기르는 사람들에 대한 깊은 신뢰입니다. 귀여운 동물과 다정한 주인들에 둘러싸여 최선을 다하는 시간은 정말 행복합니다. 현재의 동물들은 완구적 의미의 애완동물보다는 인간과 함께 더불어 살아가는 반려동물로써 사랑을 받고 있습니다. 말 못하는 동물들을 사랑과 정성으로 보살피고, 사람들에게는 신체적 정신적 건강 증진에 도움이 되는 위드펫 동물병원이 되도록 노력하겠습니다."
3120000,312000001020170001,2017.5.19,02-305-7505,"서울특별시 서대문구 가재울미래로 2, 204동 1층 102-2,103-1호 (남가좌동, DMC파크뷰자이)",3711,192672.0675,452221.9607,영업/정상,정상,서울특별시 서대문구 남가좌동 385번지 DMC파크뷰자이,817,강앤정 동물병원,버스 : DMC 파크뷰자이 정류장에서 하차 후 도보로 1분 거리 입니다,https://blog.naver.com/knjamc,제로페이,"강앤정 동물병원은 강원장과 정원장 2인의 수의사가 운영하는 병원입니다. 다년간의 진료경험과 지속적인 교육으로 보다 전문적인 반려동물 의료서비스를 제공합니다. http://blog.naver.com/knjamc 피부병, 귓병, 아토피, 배뇨장애 등 반려동물에서 흔히 나타나는 질환들은 물론 심장병, 만성신부전, 자가면역질환, 근골격계질환, 종양성질환 등 보다 심화된 내과 진료서비스도 제공하고 있으며 슬개골탈구, 고관절탈구, 십자인대단열, 어깨탈구, 골절 등의 정형외과 수술은 물론 중성화, 자궁축농증, 위장관계수술, 종양수술, 안과수술, 비인두계수술, 비뇨기, 심혈관계 수술까지 폭넓은 범위의 외과서비스를 제공하고 있습니다. 또한 예민한 고양이들을 위해 고양이 대기실을 따로 마련해 두어 반려견 뿐만 아니라 반려묘들에게도 친화적인 환경을 조성하였습니다. 진료 외에도 간식이나 사료, 영양제, 용품, 미용 등 반려동물들에게 필요한 서비스를 제공하고 있습니다. 반려동물과 관련하여 의문이 가거나 궁금한 사항이 있을경우 언제든지 편안하게 문의전화 주시기 바랍니다 .^^"
3120000,312000001020180001,2018.4.26,02-3144-7582,"서울특별시 서대문구 연희로 114, 내풍빌딩 지층 (연희동)",3724,193916.2349,451733.0955,영업/정상,정상,서울특별시 서대문구 연희동 135-9번지 내풍빌딩,818,에이플러스 동물병원,파크뷰자이 2단지에서 하차시 횡단보도를 1번 건너오셔야 합니다,https://blog.naver.com/aplusah7582,"제로페이,주차,지역화폐",더 좋아진 에이플러스 동물병원으로 돌아왔습니다. 정성과 사랑으로 동물 가족을 치료하겠습니다.
3230000,323000001020010001,2001.6.21,02-424-3662,서울특별시 송파구 송파대로 378 (송파동),5676,209744.136,444378.5593,영업/정상,정상,서울특별시 송파구 송파동 97-14,819,송파동물의료센터,"(지나는 노선 : 721, 751, 760, 7611, 7613, 마포06)",http://blog.naver.com/kangdvm,제로페이,송파대로에 위치한 동물병원입니다. 따뜻하고 친절한 진료로 보호자님과 반려동물의 건강에 한걸음 더 다가가는 수의사가 되겠습니다.
3180000,318000001020160001,2016.3.3,02-571-8275,"서울특별시 영등포구 경인로 832, 1층 (영등포동, 대성빌딩)",7306,191568.1181,445944.0702,영업/정상,정상,서울특별시 영등포구 영등포동 423-44 1층,820,경인동물의료센터,,http://giamc.com/,주차,"이제 경인동물의료센터가 영등포의 중심에서 서울 강서남지역의 중추 병원으로 새 시대를 엽니다. 외과 : 연부조직, 정형외과, 디스크 수술, 안과 등 내과 : 순환기, 소화기, 호흡기, 내분비, 피부, 종양 등 한방 : 디스크관절 질환, 뇌신경 질환, 노령견 통증 클리닉"
3180000,318000001020160003,2016.10.27,02-835-7975,"서울특별시 영등포구 도신로 225-1, 1층 (신길동, 정일빌딩)",7316,192500.495,445551.116,영업/정상,정상,서울특별시 영등포구 신길동 162-10번지,821,아람동물병원,지하철 : 경의중앙선 가좌역 3번 출구에서 도보로 7분 거리입니다.,x,"제로페이,주차","영등포 신길동에 위치한 내과 및 수술전문,건강검진 전문 동물병원입니다. - 원장수의사를 비롯하여 직원 모두 오랜 반려동물 보호자로서 보호자님의 마음을 이해하며, 동물에 대한 측은지심으로 진료 및 케어하고 있습니다. - 최신 수의학 정보를 습득 및 적용하여 보다 나은 진료를 위해 노력하고 있습니다. - 원내 위생 및 청결 상태 유지를 위해 항시 노력하고 있습니다. - 미용은 아이들의 안전을 최우선으로 하여 주의를 기울이고 있으며, 최대한 스트레스를 받지 않도록 케어하며 진행하고 있습니다. - 소중한 반려 가족을 믿고 맡기실 수 있도록 최선을 다하겠습니다."
3180000,318000001020170002,2017.2.7,02-783-7580,"서울특별시 영등포구 국제금융로 108, 4층 (여의도동, 미라클빌딩)",7343,194056.6819,446279.0838,영업/정상,정상,서울특별시 영등포구 여의도동 53-3번지 미라클빌딩 4층,822,여의도 동물병원,(경의 중앙선 배차 간격이 길어서 열차 시간표를 확인해주세요 ^^),http://www.yeouidoah.com,"제로페이,주차",
3180000,318000001020100003,2010.6.23,833-7554,서울특별시 영등포구 여의대방로 11 (신길동),7437,191954.1317,443477.9846,영업/정상,정상,서울특별시 영등포구 신길동 4824,823,유석동물병원,,https://blog.naver.com/vetdrwoo,"제로페이,주차",강아지 및 고양이 전문 진료.
3180000,318000001020110001,2011.3.14,786-7582,"서울특별시 영등포구 여의동로3길 10, 501동 109호 (여의도동, 여의도자이)",7324,193393.0966,446218.4438,영업/정상,정상,서울특별시 영등포구 여의도동 47 여의도자이,824,I-pet 동물병원, 진료는 정오 12시부터 저녁 9:30까지 입니다.,x,"제로페이,주차,지역화폐",여의도 자이 상가 내 1층 입니다. 지하 이마트 주차장에 주차 하시고 1층으로 올라오시면 쉽게 찾으실 수 있어요. 대로변에서도 잘 보인답니다.
3180000,318000001020120001,2012.2.23,02-834-7582,서울특별시 영등포구 가마산로 324 (대림동),7411,190691.3283,444029.1823,영업/정상,정상,서울특별시 영등포구 대림동 776-2번지,825,왈츠동물병원,"지하철 이용시 대림역 5번출구쪽으로 나오셔서 거리공원 5거리에서 우회전하시면 왈츠 동물병원이 있습니다.
매장 앞쪽에 주차장이 완비되어 있으니 차량이용에 참고하시길 바랍니다.",http://blog.naver.com/waltzpet,"제로페이,주차","- 영등포 대림동의 수술전문 동물병원
- 슬개골 수술전문
- 365일 문닫지 않는 동물병원
- 임상 경력 17년의 원장수의사
- 소중한 반려가족을 믿고 맡기실 수 있도록 최선을 다하겠습니다.
- 위생과 청결을 위해 전용 소독제로 매일 소독실시합니다.
- 건강검진, 수술전문, 고양이 진료, 노령견/노령묘 전문
- 편안하고 친근한 분위기
- 보호자의 마음에서 이해하고 진료하는 동물병원
- 모든 스텝들은 반려동물을 키우고 있어서 보호자분의 마음을 잘 이해합니다.
- 아이들의 안전을 최우선으로 스트레스를 최대한 받지 않도록 생각하며 미용합니다.
- 다른 강아지와 어울릴 수 있는 넓은 애견 호텔

* 진료 분야

- 내과 진료 분야 -

소화기내과, 심장내과, 호흡기내과, 비뇨기내과, 종양내과, 산과, 안과
임상병리,면역계, 내분비내과, 피부과, 전염병, 신경계, 예방의학, 이비인후과
행동학 상담, 악성종양 검사, 혈액검사

- 외과 진료 분야 -

* 정형외과 : 슬개골탈구, 전십자인대 단열, 대퇴골두 이형성, 골절
* 일반외과 : 중성화수술, 자궁축농증, 제왕절개, 항문낭수술, 잠복고환, 방광결석, 요도결석, 위절개, 장절개, 장문합, 성대제거술, 비공협착교정술, 유선종양, 피부종양, 복강종양, 외음부종양, 난소종양, 고환종양, 단미술
* 안과 : 안과기초검사, 결막염, 건성각결막염, 안검염, 안검종양, 3안검질환, 각막궤양, 안구건조증, 유루증, 체리아이, 포도막염, 녹내장, 백내장
* 치과 : 치주질환, 스케일링, 발치, 치주농양, 구내염"
3180000,318000001020120002,2012.11.26,02-2069-0082,"서울특별시 영등포구 당산로 42, 4층 (문래동3가, 삼성홈플러스빌딩)",7297,190729.5065,446227.075,영업/정상,정상,서울특별시 영등포구 문래동3가 55-3번지 4층,826,도그플러스동물병원,"도보  홈플러스 입구로 들어오셔서 에스컬레이터 혹은 엘리베이터 이용하시어 4층으로 오시면 됩니다.
자차 문래역에 위치한 홈플러스 4층 주차장을 이용하시면 됩니다. ^^",https://blog.naver.com/dogpluspark,"제로페이,주차","보호자와 같은 애견,애묘인의 마음으로 진료를 합니다. ^^"
3180000,318000001020130001,2013.1.3,2633-9991,서울특별시 영등포구 영등포로 131-2 (당산동1가),7266,190759.0618,446595.9287,영업/정상,정상,서울특별시 영등포구 당산동1가 40-18번지,827,영등포동물병원,,,제로페이,언제나 사랑과 정성으로 동물들을 진료하고 있습니다. (진료/수술/교배/미용)
3180000,318000001020130004,2013.8.12,02-844-7775,서울특별시 영등포구 도신로 252 (신길동),7352,192727.8748,445692.9267,영업/정상,정상,서울특별시 영등포구 신길동 100-12번지 중양빌딩,828,한가람동물의료센터,21:00시 진료종료,https://blog.naver.com/hangaramamc24,"제로페이,주차","365일 연중무휴 한가람 동물의료센터입니다. 저희는 영등포, 신길, 여의도, 대방에 인접한 종합 동물병원입니다. 정직함과 사랑, 전문성을 두루 갖춘 의료진이 반려동물과 보호자님의 행복을 지켜드립니다. 환자의 증상 호전, 통증 경감, 질환의 원발적 치료에 최우선적인 목표를 두며, 또한 보호자님과 환자의 편의를 위하여 365일 응급 진료 시스템이 가동됩니다. 기초 상담, 진료 부터 심화된 진료까지. 실력있는 의료진과 다양한 최신 장비의 보유로 보다 전문화된 동물병원을 지향합니다. - 노령동물, 고양이 전문 진료, 특수동물 진료 - 난치성 질환 및 만성 질환 관리,365일 풀가동 입원 시스템. - 기초 클리닉, 만성적 피부/감염성 질환, 대사성 질환, 심장 및 신장 질환 등 - 수술 전문 (산과, 정형외과, 안과 수술, 슬개골 탈구, 골절) - 반려동물들의 체격에 맞는 자연 친화적 호텔 서비스, 아로마 테라피 - 행동학 문제 상담, 보호자 기초 교육 및 반려동물 예절 교육"
3230000,323000001020040005,2004.11.22,02-470-7905,"서울특별시 송파구 올림픽로47길 20, 웅산빌딩 (풍납동)",5537,210247.7171,447380.1814,영업/정상,정상,서울특별시 송파구 풍납동 403-9 웅산빌딩,829,씨밀레동물병원,,,제로페이,
3230000,323000001020060001,2006.1.25,02-413-7514,"서울특별시 송파구 오금로 126, 105호 (송파동, 레이크 해모로)",5618,209549.2084,445465.168,영업/정상,정상,서울특별시 송파구 송파동 58-4 레이크 해모로 105호,830,호수동물병원,,,"제로페이,주차",
3120000,312000001019940001,1994.3.24,307-4633,서울특별시 서대문구 응암로 77 (북가좌동),3679,192082.0066,453085.2433,영업/정상,정상,서울특별시 서대문구 북가좌동 308-1번지,831,가좌동물병원,,https://blog.naver.com/lym4833,"제로페이,주차",가족처럼 최선다해 애견진료와 예쁘게미용 해드려요
3120000,312000001019960002,1996.7.10,373-2923,서울특별시 서대문구 가좌로 104 (홍은동),3659,193456.5903,453307.6027,영업/정상,정상,서울특별시 서대문구 홍은동 398-9,832,백년동물병원,,x,제로페이,
3120000,312000001019970001,1997.1.10,737-8375,서울특별시 서대문구 통일로 392 (홍제동),3633,195395.3633,453623.893,영업/정상,정상,서울특별시 서대문구 홍제동 103-6번지,833,한솔동물병원,"서대문구 홍제동은 서대문구의 중심지로, 교통이 매우 편리합니다. 무악재역, 홍제역, 서울역 등 지하철역이 가까이 있어 대중교통을 이용하기에 매우 편리합니다.

병원 위치는 무악재역 1번 출구 아래로 150m과 홍제역 도보로 10분 이내에 위치해 있어 이동이 편리합니다. 버스는 홍제원현대아파트 입구 정류장 바로 앞에 있습니다.

저희 병원은 서대문역과도 가까우며 근처에 있는 서대문독립공원은 대한민국의 역사적인 지역입니다. 또한, 서대문형무소역사관은 대한민국의 역사와 문화를 경험할 수 있는 곳입니다.

주변에는 홍제원현대아파트도 있어, 생활에 필요한 다양한 시설을 이용할 수 있습니다. 무악재역과 서울역도 가깝기 때문에, 쇼핑과 문화생활을 즐길 수 있는 곳이기도 합니다. 홍대입구도 멀지않습니다.",https://blog.naver.com/hansolpet,"제로페이,주차","1. 토끼는... 귀여운 외모와 활발한 성격으로 애완동물로 많은 사람들에게 사랑받고 있습니다. 토끼 보호자들은 토끼의 건강을 유지하기 위해 전문적인 도움이 필요합니다. 바로 토끼전문병원이 필요합니다. 25년 토끼전문병원인 한솔동물병원은 토끼의 건강에 대한 전문적인 지식과 경험을 갖추고 있습니다. 토끼의 건강을 유지하기 위해서는, 토끼의 정확한 수술과 치료가 필요합니다. 토끼병원은 토끼수술과 치료를 전문적으로 다루며, 토끼의 건강을 유지하기 위한 다양한 서비스를 제공합니다. 토끼수술은 매우 신중하게 이루어져야 합니다. 토끼는 매우 민감한 동물로, 수술 도중에도 극도로 높은 스트레스를 받을 수 있기 때문입니다. 토끼수술은 안전이 최우선입니다. 또한, 저희병원은 토끼중성화를 전문으로 다룹니다. 토끼중성화는 토끼의 성격과 건강에 영향을 미치며, 토끼의 좋은 행동을 형성합니다. 한솔동물병원은 토끼위정체 문제를 전문적으로 다룹니다. 토끼는 소화기관이 매우 민감하기 때문에, 토끼위정체 문제는 매우 중요한 문제입니다. 마지막으로, 토끼병원은 토끼 이갈이 문제를 전문적으로 다룹니다. 토끼는 이갈이를 하면서 토끼건초를 씹고 먹어야 합니다. 그러나, 이갈이를 하지 못하면, 이를 대신해서 가구나 바닥, 식물 등을 씹게 됩니다. 이로 인해, 토끼는 위험에 빠질 수 있습니다. 한솔동물병원에서는 토끼의 이갈이 문제를 전문적으로 다루며, 토끼이갈이를 하지 못하는 토끼를 위한 다양한 치료법을 제공합니다. 거듭 말씀드리면 저희 병원은 토끼의 건강을 전문적으로 최신의 기술과 전문적인 지식을 바탕으로 치료합니다. 토끼를 기르는 주인이라면, 토끼전문병원에서 제공하는 다양한 서비스를 통해 토끼의 건강을 유지하고 즐거운 시간을 보낼 수 있도록 최선을 다합니다. 2. 강아지피부전문동물병원. 강아지피부병 강아지를 키우는 사람들은 강아지의 건강을 유지하기 위해 매우 노력합니다. 하지만 강아지는 피부 질환에 걸릴 가능성이 높습니다. 강아지의 피부는 사람의 피부와 매우 다르기 때문에, 강아지를 위한 특별한 관리가 필요합니다. 강아지피부병병원으로 강아지의 피부 건강을 유지하기 위해 다양한 서비스를 제공합니다. 강아지피부병은 강아지의 피부에 염증이 생기는 질환으로, 다양한 원인으로 발생합니다. 강아지피부병은 강아지의 피부를 건강하게 유지하기 위해 적절한 관리와 치료가 필요합니다. 강아지피부병의 치료를 위해서는 강아지 피부병전문 동물병원을 방문해야 합니다. 강아지피부병의 예방을 위해서는 강아지에게 맞는 강아지피부사료를 선택하는 것이 중요합니다. 강아지피부사료는 강아지 피부건강을 유지하기 위해 필요한 영양소를 제공합니다. 특히 강아지오메가3 지방산은 강아지의 피부건강에 매우 중요하며, 강아지피부병 예방에 효과적입니다. 강아지의 피부건강을 유지하기 위해서는 적절한 샴푸를 사용하는 것도 중요합니다. 강아지샴푸는 강아지의 피부건강을 유지하기 위한 필수적인 아이템입니다. 강아지샴푸는 강아지의 피부건강을 유지하고, 피부질환을 예방하는 데 효과적입니다. 강아지를 키우는 사람들은 강아지에게 우수한 보호를 제공하기 위해 강아지를 진드기와 강아지습진 등의 피부질환으로부터 보호해야 합니다. 강아지의 피부질환을 예방하기 위해서는 강아지모낭충과 강아지알레르기 예방도 중요합니다. 마지막으로, 강아지의 피부건강을 유지하기 위해 영양제도 매우 중요합니다. 강아지피부영양제는 강아지의 피부건강을 유지하고, 피부질환 예방에 매우 효과적입니다. 강아지 귀는 매우 민감하고 중요한 부위입니다. 하지만, 강아지의 귀는 구조적으로 귀를 깨끗하게 관리하는 것이 쉽지 않습니다. 강아지귓병이나 강아지귀염증을 예방하기 위해서는, 귀를 깨끗하게 유지하는 것이 매우 중요합니다. 강아지귀세정제와 강아지귀청소는 강아지 귀건강에 매우 중요한 역할을 합니다. 한솔동물병원은 25년 전통의 강아지피부병 전문병원으로 피부병을 앓는 모든 강아지를 위해 최선을 다하는 병원입니다. 3. 또한 고양이병원입니다. 4. 강아지홍역 강아지 발작도 전문으로 진료합니다."
3120000,312000001019970002,1997.2.12,393-0075,서울특별시 서대문구 신촌로 289-1 (북아현동),3758,196243.9252,450586.6787,영업/정상,정상,서울특별시 서대문구 북아현동 126-12번지,834,북아현동물병원,점심시간 1시2시 입니다.,https://bah0075.modoo.at/,"제로페이,주차",사람과 동물의 행복을위해 최상의 의료 서비스를 추구하는 동물병원입니다. 가족처럼 편안하게 진료합니다.
3120000,312000001019980001,2002.12.24,396-5525,서울특별시 서대문구 통일로 463 (홍제동),3636,194873.3723,454149.1903,영업/정상,정상,서울특별시 서대문구 홍제동 330-54번지,835,홍제동물병원,,,"제로페이,주차",
3070000,307000001020030001,2003.1.30,928-7582,서울특별시 성북구 동소문로 74 (동소문동5가),2846,201140.2354,454391.6218,영업/정상,정상,서울특별시 성북구 동소문동5가 8-1번지,836,드림동물병원,,,,
3010000,301000001019950002,1995.8.2,2263-6134,서울특별시 중구 퇴계로 227 (충무로4가),4558,199655.7461,451086.8744,영업/정상,정상,서울특별시 중구 충무로4가 93-1,837,대한동물병원,,,제로페이,
3070000,307000001020100001,2010.2.11,969-0075,서울특별시 성북구 돌곶이로 31 (석관동),2788,205288.9342,456079.4784,영업/정상,정상,서울특별시 성북구 석관동 332-23번지,838,태양 동물병원,,,"제로페이,주차",안녕하세요. 태양종합동물병원입니다. 여러분의 사랑스런 반려자인 동물친구의 건강을 위하여 최선을 다하겠습니다.
3070000,307000001020100002,2010.4.14,927-7585,서울특별시 성북구 종암로 113 (종암동),2803,202904.1534,455316.1342,영업/정상,정상,서울특별시 성북구 종암동 86-1번지,839,쓰담쓰담 동물병원,(22.6.1일부터 미용은 하지 않습니다. 감사합니다.) 기타 문의사항은 전화 주세요^^ 매일 오후 1시~2시는 점심시간입니다.,https://blog.naver.com/ss_dam,"제로페이,주차,지역화폐","안녕하세요 서울시 성북구 종암동에 위치한 쓰담쓰담 동물병원입니다. 예방접종, 심장사상충 예방, 건강검진 등 예방의학부터 중성화수술, 종양수술, 치과진료 등 마취가 필요한 모든 처치까지 기본에 충실한 진료와 설명으로 아이들의 건강을 책임지겠습니다."
3070000,307000001020130001,2013.5.7,915-5301,서울특별시 성북구 동소문로 302 (하월곡동),2733,202449.7943,456051.0965,영업/정상,정상,서울특별시 성북구 하월곡동 88-677번지,840,호담동물병원,,,제로페이,세스코 멤버스2024.072025년08월 최근 통합방제 점검월
3070000,307000001020140001,2014.1.7,02-915-5485,"서울특별시 성북구 돌곶이로 220, 105동 112호 (장위동, 꿈의숲코오롱하늘채아파트)",2757,204005.4464,457482.018,영업/정상,정상,서울특별시 성북구 장위동 319번지 꿈의숲코오롱하늘채아파트 105동 112호,841,꿈의숲동물병원,새마을금고 맞은편 옆에 위치하고 있습니다.,,"제로페이,주차,지역화폐","안녕하세요~ 꿈의숲동물병원입니다. 강아지 고양이진료 및 미용, 용품, 호텔 등의 서비스를 하고 있습니다. 보다 나은 모습으로 고개님들의 사랑에 보답하겠습니다. 많은 사랑 부탁드립니다.^^"
3070000,307000001020140002,2014.4.2,943-7582,"서울특별시 성북구 화랑로 76 (하월곡동, 코업스타클래스 1층)",2799,203502.0041,455500.569,영업/정상,정상,서울특별시 성북구 하월곡동 46-73 코업스타클래스 1층,842,도담도담동물병원,"본원은 연중무휴이며 운영시간은 아래와 같습니다.

평일 09:30~21:00
토요일, 일요일, 공휴일 10:00~18:00
(운영 종료 한 시간 전 진료접수 마감)

* 응급상황시 진료접수 마감시간이 변경될 수 있습니다.

샌드위치 휴일에는 공휴일 운영시간으로 변경됩니다.

13:00~14:00는 점심 휴게시간입니다.",,,진료예약은 건강검진과 검사 및 수술에 관하여 진행해드리며 일반진료는 방문해주시는 순서대로 접수 도와드리고 있습니다.
3180000,318000001020040002,2004.5.4,2632-8687,서울특별시 영등포구 영중로27길 10 (영등포동7가),7245,191465.8926,446905.038,영업/정상,정상,서울특별시 영등포구 영등포동7가 64-48번지,843,서울동물병원,11월부터 다음해 2월까지는 6시30분까지 운영합니다!,x,"제로페이,주차",
